X0,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,X74,X75,X76,X77,X78,X79,X80,X81,X82,X83,X84,X85,X86,X87,X88,X89,X90,X91,X92,X93,X94,X95,X96,X97,X98,X99,X100,X101,X102,X103,X104,X105,X106,X107,X108,X109,X110,X111,X112,X113,X114,X115,X116,X117,X118,X119,X120,X121,X122,X123,X124,X125,X126,X127,X128,X129,X130,X131,X132,X133,X134,X135,X136,X137,X138,X139,X140,X141,X142,X143,X144,X145,X146,X147,X148,X149
-1.661126,-1.087798,-1.287100,0.831313,-0.638024,0.529602,0.717800,0.944362,0.841479,-0.450140,-0.122855,0.360355,1.031773,-1.114577,0.143475,1.339813,-0.071403,-0.795635,1.136237,1.158344,0.036392,0.033846,-1.719573,0.076390,-1.608742,0.511608,-1.087756,-1.430147,-0.316766,-0.834213,-0.330135,0.833914,0.741786,-0.043578,-1.841614,-1.641760,-0.800632,0.971342,-0.604476,-0.965312,1.476589,-0.340154,-0.384783,0.881100,-0.347917,0.051464,-1.346940,1.068082,-0.704882,2.122521,0.055026,0.650169,-0.327786,0.208704,1.240946,0.174570,-0.157991,0.064019,0.624612,1.034505,-0.220265,0.073218,-0.903773,0.994968,0.167915,-0.876894,0.416706,-0.362067,0.637003,0.610741,0.885410,0.240389,0.179179,-0.191437,-0.525656,-0.733899,0.277461,0.200965,1.470843,-1.289195,1.097546,0.797265,0.224761,0.598239,-0.553073,0.034351,0.559057,-0.082157,1.214610,-0.396806,-0.485167,-1.049674,-1.360340,0.307405,0.314665,1.069707,-0.689455,1.724704,-0.394820,-0.871229,0.947176,-0.287618,-0.952544,0.317825,-0.251373,-1.380100,-1.013018,-0.500333,-1.683021,0.085492,1.205010,-0.741717,-0.730004,-1.489785,1.578583,0.120831,-0.006789,-0.650727,1.942920,0.860575,-1.961920,0.450132,-0.733444,2.182744,1.639363,-0.889431,-0.372395,0.473579,-1.020196,-1.636505,0.823068,0.527586,-1.142075,-0.571493,-0.093775,0.913774,-1.265577,-1.888294,0.811730,1.471759,-0.227147,-0.635440,-1.763737,-0.188754,-0.307022,0.905757,-0.378028,0.662555,-0.625431,0.539394
0.935028,0.270032,-0.387330,0.142234,0.897464,0.022219,-1.628840,-0.011744,-0.005116,-0.513674,1.330728,1.078548,-1.398150,1.088193,-0.359317,-1.264446,-0.584862,1.045231,-1.033654,-0.686504,0.802445,-0.378397,-0.656135,1.408968,-0.932589,0.421621,0.495400,-0.651695,0.769745,0.390614,-0.435971,0.353777,-0.705685,-0.385061,0.086870,0.250036,0.912778,-1.394531,0.911607,0.787456,1.182004,-2.228122,-1.247625,-0.404769,-0.697472,0.196596,-0.530930,-0.483892,-0.840003,-0.337488,1.152158,-0.798270,0.889662,-0.282550,1.094768,1.163958,0.430610,-1.199058,-1.230676,-1.864696,-1.288185,0.298363,0.832407,-1.352497,0.286806,0.976433,0.597228,-0.380782,0.594145,-0.126208,-1.111229,0.684447,0.851006,-1.054642,0.859202,1.491135,0.418827,0.570856,-0.552894,-0.026611,-1.097578,-0.236912,0.809272,-0.381803,0.591179,0.129050,-0.140687,0.005553,-0.920369,0.683868,-0.778635,0.031999,0.661889,-0.918827,-1.117939,0.742977,0.360245,0.646931,-0.735007,1.365295,-0.737686,0.191519,1.262105,0.447165,-0.301064,0.919341,0.351428,0.380003,0.074283,-0.499791,-0.841564,1.082143,1.503684,0.604539,-0.936907,-0.217395,-0.887571,1.355733,1.293605,0.504981,-0.428669,-0.773433,1.250552,1.002955,-1.558804,1.322832,-0.689106,-0.520520,0.065824,-0.204803,-0.082060,0.066762,1.098323,0.837938,-1.129243,0.609713,0.029243,1.446184,-0.577768,-0.512497,-0.820062,-0.667422,-0.046656,-0.202241,-0.497522,-0.557209,1.300054,0.430874,0.368976,0.744305
-1.401824,0.809483,-0.016659,-1.194719,0.508918,-0.186944,0.894206,0.578350,-1.623729,-0.168606,1.044713,-1.043119,1.430134,0.300414,1.577064,1.046051,-0.171759,0.343944,-0.196524,-0.100473,-0.659530,-0.899372,1.247912,0.567171,-0.772261,0.302691,0.863267,1.077397,0.762373,0.714211,0.119427,-1.030524,0.144147,1.301876,0.448803,1.335099,0.215679,0.661760,-0.779200,-1.201875,-1.190821,-0.594903,0.710399,0.258333,0.820446,0.223758,1.316258,-0.311532,0.521428,-2.065730,-0.693784,0.697995,-0.034478,0.231234,-0.831801,-0.588382,-1.784275,-0.214353,-0.829203,0.042299,-0.823435,-0.919650,-0.088382,0.132046,0.401924,-0.293675,0.294953,-0.005234,-1.807492,-1.186332,0.851652,0.139422,0.685922,0.675195,-0.489241,-0.471363,-0.498020,-0.328644,0.336745,-0.407321,1.398467,-1.721659,1.138349,1.861424,0.824250,-0.250168,0.124434,-1.155966,0.722804,-0.772026,-0.625044,-0.982869,0.162609,0.292691,0.521488,-1.806315,0.990477,-0.746661,0.383588,-0.000960,0.470170,-0.050293,-1.389884,-1.095334,-0.439608,-0.097571,0.802218,-0.757100,0.442138,1.430079,0.974821,-0.631668,0.460139,0.697864,0.157858,-0.162971,-0.937079,-0.124552,0.698952,-0.147138,1.574245,1.240366,-0.560745,0.118090,-0.058929,0.358579,1.142511,-0.256308,0.627143,1.246177,0.994573,-0.444716,-0.372003,0.322971,0.244755,0.242846,0.409561,-0.146834,0.881603,1.083392,1.009815,0.778095,0.351973,0.283934,0.130094,0.799031,-0.560911,-0.310169,0.280392,-0.626518
0.716683,2.399890,0.911568,-0.730696,0.722480,-1.490995,1.292750,-1.292968,1.104510,-0.246215,1.336402,0.652847,0.475448,0.600130,-2.420607,-1.252656,-0.318483,1.059511,0.113688,-0.773852,-0.801353,0.337212,0.419090,1.421757,-0.147275,0.000729,0.759964,1.963835,-1.002742,-0.589970,0.190952,2.664783,0.801666,-0.016867,-0.044242,1.055616,0.097763,0.393334,0.015734,-1.017870,0.579941,0.327943,-0.414885,-0.903998,1.299134,1.521290,0.342039,-0.741896,-1.075445,-0.174423,0.690160,0.189743,1.931518,0.523172,1.127673,-0.137916,0.273935,0.055251,-1.002177,-0.081231,-1.502186,-1.008599,-0.112987,0.524108,0.162337,-0.043963,0.753003,0.271931,-0.215914,0.697493,0.645838,1.912061,0.657789,1.045322,-1.527942,-1.479189,0.332428,0.371720,0.215936,-0.965997,0.031433,1.082335,0.266659,-0.724704,0.587029,0.795953,0.145316,0.534501,1.172367,-0.460528,0.161531,-0.472834,0.650017,0.622654,-0.478932,-0.958287,-1.757121,-0.053566,0.026937,0.775874,0.926179,-0.756687,0.534929,0.421981,1.403890,0.152292,1.643904,0.952709,0.551166,1.207401,-0.520066,-0.243520,1.093784,-0.890155,1.227728,0.314388,-0.113921,0.468741,0.268838,0.050121,-0.165555,0.039513,-0.091150,0.109859,-0.857553,-0.222685,-2.414960,-1.169661,0.836087,0.643233,0.987094,-0.685517,-1.248265,0.235845,0.178167,0.354168,-0.608957,1.135315,0.521207,-0.231643,-0.912346,-0.372536,-1.859157,-1.120331,0.996150,1.892548,0.125001,1.404970,1.995860,1.934431
-0.442986,-0.312134,1.756584,0.383275,0.079038,0.001528,-0.109162,1.301406,0.137276,0.385285,-1.618046,-0.111154,-0.509101,0.028935,-0.009663,0.755409,0.419583,-0.526071,1.361993,0.453251,0.607100,-0.397617,-0.883375,-0.688717,-0.032358,0.068358,-0.697226,-1.289797,1.488412,0.062243,-0.511388,1.662262,0.321705,-0.203931,0.272349,-1.535212,-1.075871,0.374612,0.439964,0.366090,1.274880,-1.469944,-1.164861,1.017506,-0.118723,-0.272216,-0.754460,0.661401,0.511902,2.271510,-0.809823,-0.286833,0.240418,0.639996,-0.587050,-0.059051,-0.275326,1.245729,-0.850214,-0.033975,0.341389,1.399362,-0.180826,-0.428975,-1.093345,-0.226084,1.044621,-0.720112,-0.464427,-0.707156,-0.032049,0.516989,-0.469330,-0.382260,-0.331377,-0.225804,-1.051621,0.844664,-0.091156,-0.699522,-0.384959,1.643947,-0.603233,-0.281190,0.323796,-0.187093,0.475930,1.043144,0.125187,0.648578,0.984663,1.930955,-0.755631,-1.849297,1.505585,-0.207453,-1.171573,0.763759,0.226721,-1.148262,-0.510948,-0.172387,0.513317,-0.155227,-0.847039,-0.083343,-1.144054,-0.538137,-0.681143,-0.077602,-0.239718,-0.209393,0.714106,-0.072106,-0.085042,-1.110809,-1.037004,0.209720,-0.422096,0.234065,1.253762,0.537204,0.135631,-0.688845,0.634431,-0.816848,0.573414,1.559280,-0.911906,-1.100847,0.458253,-1.229558,0.359323,0.221056,-0.146294,-1.838736,0.362440,-0.610457,0.141155,0.450944,-0.644414,0.409655,0.424885,0.509265,-0.591383,-0.323045,1.460009,1.295677,-0.365180,1.606402
0.578743,-0.554022,0.488819,-1.981261,0.451175,1.287243,-0.884964,1.265886,0.447666,-0.374118,-0.333130,-1.721409,-0.075659,-0.450497,-0.744297,0.079881,-1.504999,-0.268211,-0.428976,0.113337,-0.894727,-1.260534,2.371559,-0.639380,0.289007,-1.902484,0.994582,-0.072623,0.256946,0.320810,0.052944,-0.986244,-1.605328,-0.651821,2.733861,1.563554,-0.439276,0.032801,-0.167757,-0.920780,-1.189774,1.112798,0.480534,1.279923,-0.827334,-0.851769,2.684022,1.494015,0.887025,-1.551507,0.263136,0.675275,-0.615178,-0.479852,-0.359219,0.167363,0.523833,0.861387,-0.805404,0.823670,-0.269700,-0.301318,-0.508938,-0.210890,-0.660965,0.564468,1.503568,0.016205,1.688128,-1.104410,0.199015,0.669133,0.467551,-0.095194,-0.651942,0.690576,0.151620,-1.792041,-2.062550,-0.076548,-0.598126,-2.211288,-0.287492,-0.260754,0.799996,-0.422946,1.655661,-0.577337,-1.159764,2.074982,3.058366,0.558446,-0.555260,-0.082848,-1.191034,0.765270,-0.310531,-1.252486,0.935128,-0.563419,0.123085,1.535221,-0.874659,-1.377213,-1.755440,0.199996,-0.046624,-0.163862,-0.745475,-1.605424,0.461584,-0.754976,0.824849,1.412643,-0.181543,-0.959910,-0.671692,0.046814,-0.721741,-1.844275,0.753459,1.275601,2.372943,-1.531029,0.881865,-0.532242,1.174982,-0.166411,1.912285,2.344409,0.640196,0.705998,0.644948,-1.075711,0.486782,0.588946,1.076903,-0.947619,0.490185,-0.710172,-0.422609,0.013679,-0.411380,-0.544409,-0.740692,-0.791882,0.887485,0.716655,0.834858,1.130394
0.538552,1.210174,1.391975,-0.133046,0.402300,0.198283,0.830416,-1.044471,0.641456,-0.527791,-0.844836,0.176116,-0.038150,1.053683,0.065065,0.183929,-0.085315,0.500819,-0.603081,-0.987376,-0.459620,-1.455991,0.839652,-0.772606,0.133619,-1.040136,0.404431,0.770190,0.788184,0.235547,0.686730,2.025733,-0.158743,1.004807,-0.372243,0.393487,-0.630743,-0.815735,-0.424872,-0.099114,0.589202,-0.701400,-0.885476,-0.579971,1.143014,-0.188200,-0.148839,0.015143,-0.090218,0.289326,-0.600910,0.138837,0.918644,0.283997,-0.207670,-0.512757,0.189801,0.137120,-1.337649,-0.043435,-1.040949,-0.443836,-0.040945,0.244302,-0.040398,0.711849,0.113396,-0.339341,-1.349387,-1.684205,0.441184,1.556741,0.393503,0.342303,-0.156049,-0.523695,0.021655,-0.258196,0.232179,0.091998,0.028175,1.234139,0.876910,0.071492,0.515527,-0.623157,-0.065935,-0.345939,-0.325283,-0.247335,-0.618310,-0.394909,0.116703,0.565479,0.145165,-1.186477,-0.727737,-0.126545,-0.527356,-2.345335,0.087787,-0.031050,-0.101540,-0.912077,-0.419949,-0.437045,0.593870,0.342484,0.749926,1.185475,-0.708079,-0.042892,1.482753,-0.604813,-0.032881,0.552487,-0.143178,0.236111,-1.770419,0.184062,0.897521,0.251706,-0.276812,-0.797600,-0.314754,0.584976,-0.893904,-0.903632,0.198755,0.099570,0.016135,0.487324,-0.431516,0.000810,-0.447174,-0.489956,0.257986,0.652957,0.498606,0.284480,-0.041906,-1.494152,-0.119900,-0.148343,0.129443,0.623341,0.770616,-0.670121,0.790762,1.418672
-0.696351,0.242967,0.475852,-2.853164,0.641633,-0.783093,0.302606,1.799498,0.510923,1.060892,-1.621726,-2.122562,1.618500,0.305040,1.069241,0.232196,0.831133,-0.694711,0.046383,-0.400040,-1.201987,-0.028308,1.470781,-1.874287,-0.242718,0.232615,1.449143,1.817453,0.752929,0.065101,-0.219471,-0.062158,-0.318336,-0.081193,1.414351,2.482066,1.373701,0.221504,-0.565913,-1.485427,-1.440490,-1.100290,1.703818,-0.184261,-1.061631,-0.563583,2.231312,1.541373,0.187268,-2.923888,0.435477,0.947245,0.241927,-0.463289,-2.263059,-0.042278,-1.032433,1.227614,-0.150708,1.362436,-0.470801,-0.826712,-0.350639,-0.220405,-0.806676,-0.108895,0.292849,1.963296,-0.662976,-1.845978,1.028488,0.913016,-0.011420,0.507384,-0.814671,-0.677748,1.015501,-1.220589,-0.507966,-1.457371,0.816332,-0.696336,-0.066373,1.111311,1.164736,-1.111846,0.643898,-1.644250,-0.361385,0.000313,-0.386960,-0.299274,0.616383,-0.198864,1.557312,0.039172,0.177192,-1.265815,0.999404,-0.881325,0.441440,0.716231,-1.360376,-1.398108,-0.526765,-0.050885,0.847360,0.095928,0.339164,1.516795,0.218120,-3.046210,0.376273,1.198134,0.928915,-0.557765,-0.346759,0.645911,-0.203266,-1.201976,0.668964,-0.292356,-1.179478,0.088335,-0.034472,-0.475276,0.885358,-0.681802,0.861226,2.662784,0.215633,-0.352453,0.164443,0.076994,1.936093,0.947408,-0.649598,0.159348,0.974201,0.281749,-1.395794,1.282683,0.648594,-1.030992,0.337869,1.218415,-0.439533,0.433064,0.141320,0.290569
-0.665852,-1.744714,0.594936,-1.561113,-0.359036,1.310218,-0.942764,1.458566,-0.420944,0.777082,-0.011155,-0.617292,-0.470684,-1.231305,-1.173026,1.272448,0.604296,-1.990778,0.225012,1.147481,1.540322,-0.142668,-0.622731,-0.295146,-1.791299,0.359995,-1.437872,-0.662776,0.464117,-1.513831,0.494922,2.068946,0.669002,-0.796729,0.964134,-0.694790,1.120009,0.477849,0.199252,0.764757,1.693656,-1.130424,-1.125815,-0.473329,-1.190536,-0.732336,-0.751142,1.252673,1.443823,1.047601,-0.813167,-1.499855,-1.121140,-1.259926,-0.146690,0.213175,-0.791794,-0.226566,0.588625,0.217394,-0.267458,1.320292,-1.966962,-0.488502,0.283620,-0.396882,1.857127,1.318023,1.745990,0.059567,-1.524430,0.687988,-0.177639,0.492597,-0.310078,0.455620,-0.908340,0.006454,-0.151431,0.157067,-0.188057,1.053059,-0.669067,-0.901664,2.179479,-0.687558,-0.253655,0.857895,0.048611,1.445811,0.721168,1.476031,0.222335,-1.282639,-0.139140,1.420007,0.907548,0.194088,1.557207,-0.063122,-1.307958,-0.057420,-0.430209,1.623867,-0.397910,0.984516,-1.361532,-1.901678,-0.026615,-0.864369,1.248190,-1.052224,0.080770,-0.151225,0.331806,-0.572268,-1.648153,0.337035,1.071384,0.812327,-1.195884,-0.283019,0.645026,-0.363316,0.983888,-0.444333,0.656611,0.132919,-1.159357,-0.461732,-0.807043,-0.243782,1.820620,-0.973975,0.980669,-0.696152,1.269662,-0.294182,1.086617,-0.607246,-1.265784,0.740677,0.011948,1.069948,0.489444,-0.552331,0.666580,2.172808,-1.158374,1.069668
-0.324815,0.902482,-0.919130,0.587321,0.246295,-0.433695,-0.233123,-1.259391,-0.496030,2.038029,0.671643,0.666573,0.648673,0.819970,1.059690,1.117269,1.392203,-0.286264,0.146726,0.386163,-0.145547,2.091801,0.658107,0.319354,-1.863519,-1.594412,-0.467831,-0.288926,1.538563,-0.872057,-1.762505,0.028045,1.995230,-2.588093,1.251970,0.334909,-2.000531,1.087702,0.273436,-0.216941,-0.068649,-0.387470,1.395698,-0.767757,0.994555,0.920196,0.259591,-0.111190,1.019614,-0.070319,0.773820,0.373110,0.384189,2.807040,1.053391,1.347814,0.046715,-0.207077,-0.640182,0.591702,-1.271681,-0.842972,-0.445685,0.632843,0.306063,-0.077346,0.041993,0.565094,-0.431668,0.032611,-1.052216,-0.423105,0.260796,-0.305623,-1.470667,0.711337,-0.900662,-0.632531,-0.245466,-0.842115,0.693831,1.123114,-0.800299,-1.606833,1.044287,1.244180,0.145929,-0.401598,1.778240,0.141339,0.705099,0.847811,-0.199458,-1.368607,0.730053,-0.082473,0.823970,-1.204954,1.617245,-0.937791,0.309634,-1.247355,0.381857,0.812126,-0.238462,-0.156861,1.129309,0.498973,0.343898,-0.661802,-0.428110,-0.136565,0.337826,3.026194,0.159991,0.858564,-1.284009,-1.046915,1.456544,0.162668,0.266609,0.316461,0.487009,-1.139465,-0.140653,0.668472,-0.333308,-0.345556,0.108633,-0.053607,0.439738,-1.434276,-0.274180,0.650774,1.118234,0.336668,1.039396,0.216291,1.443608,0.629547,1.405293,2.040448,-0.582165,0.313582,-0.320570,0.662251,0.603076,1.433939,1.255586,-0.091767
0.592711,-1.030646,-0.456950,-0.738218,-0.091358,-0.250828,-1.239343,1.218364,0.537102,1.222545,0.359922,-0.715590,-0.001703,-0.529948,-1.047510,-1.731737,-1.846087,1.338373,0.748951,-0.405775,-0.766297,-1.284634,0.648911,0.004566,-1.263932,-1.114065,0.804676,-2.186850,1.730597,1.716003,-0.779479,-0.154245,-1.074416,0.368441,0.589110,0.364673,0.319489,-1.248747,-0.639637,-0.821410,-1.155072,-0.936283,-1.365834,1.888601,-0.373285,-0.694721,0.760469,1.182658,-0.990276,-0.409833,0.472061,1.013237,0.802401,-0.799412,-0.487318,-0.098260,0.558301,0.115573,0.934885,-0.843570,0.337588,0.772716,1.730715,-1.731599,-1.700787,0.792568,-0.638346,-0.462264,0.477951,-1.337835,1.472557,0.099813,0.762950,-0.332054,0.643677,0.264947,1.167910,-0.484766,-0.868379,-1.168087,-0.528639,-0.164466,0.526120,0.162295,-1.678014,-1.295504,2.019916,0.837906,-1.711703,0.530861,-0.781421,-0.705048,-0.874125,0.143022,-0.148364,0.049645,-0.325308,-0.912403,-0.217250,0.778103,0.962016,1.173761,-0.360039,-1.250145,-1.877972,-0.913548,-1.225212,1.163634,-2.222013,-0.045191,-1.297821,1.141070,0.009611,-0.435322,-0.342418,-2.172755,0.187174,1.175446,-0.708435,-1.386234,-0.459943,0.296037,-0.012359,0.436179,0.169872,-1.380652,1.330698,0.813177,0.553047,1.096024,0.691342,1.534236,0.005050,-1.845862,-1.538709,1.140730,-1.525899,-0.164756,-1.134253,-0.613654,-0.531322,0.798607,1.705261,-1.451618,-1.173316,-0.322250,-0.781025,-1.887184,-0.100331,-0.466671
-0.444989,-1.645962,1.490791,-2.073572,1.497362,-0.034853,-1.594847,1.638535,-0.339015,-0.431409,-0.537818,-1.725958,-0.333971,0.927636,-0.643977,0.990595,0.373540,-1.234496,-0.100228,0.947877,-0.498583,0.529840,-0.065958,-0.587501,-0.019295,-0.001363,-0.873033,-1.047014,1.461981,0.314136,-0.192949,-1.395763,-0.040431,-0.372235,1.209973,0.433111,-0.418036,1.256434,1.742404,-0.057891,1.086872,-2.774207,-1.421687,-0.236707,-2.433606,-0.951718,0.416779,2.129432,1.012505,-0.500330,-0.880663,-0.661286,-0.848430,-0.234431,-1.778115,1.846615,-1.453393,1.270804,-1.198210,1.352450,0.412831,0.143951,-0.643472,-1.129213,-0.675932,-1.424640,-0.650086,1.870183,0.001848,-0.162676,-0.083208,0.488039,-0.902185,-1.777453,-0.066300,0.391719,-0.141246,0.451600,-1.583819,-0.991264,-1.217370,-1.067974,-1.315082,-1.419074,1.790148,0.361403,0.758713,1.394707,-0.488722,1.878272,0.962504,1.835443,-0.580850,-3.168745,0.692045,0.452472,0.781875,-0.594611,1.045494,-1.011114,-0.785030,0.538786,-0.883247,-0.916092,-1.197555,1.171477,-0.468800,-0.473708,-0.227605,-1.427217,0.475999,-2.240268,0.664452,1.515058,-1.075331,-1.134393,-2.130936,0.744124,0.610284,-1.524963,0.574628,-0.460092,1.226259,-1.781434,-0.633475,1.331259,1.479219,0.442700,0.810419,0.412693,0.322050,-0.988761,1.227086,2.051086,0.986763,-0.861985,0.933016,0.114923,0.840853,-1.372965,1.115856,0.462670,0.410407,0.469498,-1.101137,-1.012800,1.295747,2.697732,-0.785321,1.485487
1.342338,0.533306,1.140773,-2.812556,1.156212,-0.154308,-1.046969,2.980950,0.321872,0.428280,1.244932,0.935730,-0.551967,0.445169,-2.197454,0.598374,0.452597,-0.641466,-1.923175,0.192504,0.105240,1.066559,0.978993,1.917354,1.557672,-0.663375,-0.349176,1.826610,-2.052380,-1.724687,2.036868,1.323980,-0.533720,-0.695754,0.974351,1.377045,1.148489,0.494703,2.395373,-0.798885,1.259079,-0.575407,-2.405479,-1.780723,0.164420,1.307124,-0.449303,1.118157,0.125116,-0.917743,-0.197782,-1.194953,0.162802,-0.578886,-0.301762,1.356279,1.979218,-0.379932,-1.283632,0.531583,-2.177704,-0.643134,-1.063994,-0.262592,0.486687,0.007306,-0.363123,2.011954,0.410717,1.469120,-0.269576,1.283868,0.256432,0.049772,-2.337113,0.142388,-0.425632,-0.200698,-2.025611,0.110149,-1.946671,0.818273,-0.667180,-2.161464,1.377991,2.610442,0.273853,1.754481,-0.913622,0.647179,0.947230,1.163089,1.976880,-0.617370,-0.199787,0.095419,-0.574442,-0.004694,1.579015,0.916103,-0.526463,-0.736336,1.324116,1.429726,-0.516853,1.977492,1.722736,-0.309254,0.039098,-1.815968,-0.294453,-0.827029,1.791196,-0.479471,1.379345,0.094729,-0.406667,-0.021894,1.216787,-1.214357,-0.149929,-1.745167,1.072841,-1.562885,-0.103630,-0.284416,-0.152959,-1.357891,0.588665,0.931894,-0.023635,-0.140549,1.216105,0.546468,0.307123,0.138746,0.752249,0.310558,0.332443,-2.049442,-0.308581,0.285970,-0.390302,-0.119627,0.277163,-0.509295,1.726358,1.962531,1.464417,0.879272
-0.553566,0.657277,0.016321,1.047000,-0.611396,0.496723,1.189136,-2.324156,-0.544704,0.748272,1.021265,1.312139,0.166402,-1.110262,-0.361165,0.551031,2.751572,-0.971997,-0.126213,0.763341,1.024427,-0.184355,-1.012093,1.277174,0.085918,0.437354,0.012579,2.464992,-0.013906,-1.613382,1.942758,0.815522,0.609092,1.900133,-2.593953,-0.214992,-0.166000,1.127778,-0.796773,0.376613,1.825888,0.507231,-1.605201,-2.768358,1.563571,1.654431,-1.341199,-2.793099,1.238107,-0.713067,-0.094263,-0.821778,0.915081,-1.379385,-0.036950,-0.989358,-0.510909,0.205076,1.399581,0.140870,0.270386,-2.374474,-1.827055,1.179295,0.116162,-1.681403,1.415219,1.524951,-0.672159,-0.636469,-0.152361,0.214336,-0.917678,2.000551,-0.921320,-0.835632,-1.056635,0.320083,2.273532,1.017055,1.244223,1.031341,1.137588,0.416478,1.410736,0.517564,-1.519581,1.536003,0.010121,-1.575278,-2.354167,-1.876505,2.640873,-0.083561,-0.974783,-0.008160,0.870372,0.861076,0.729389,1.466464,-0.133396,-0.248589,0.870705,2.039344,2.344746,0.544907,0.730203,-1.195052,2.102733,2.524037,0.706761,0.318142,-1.031512,-0.687210,0.773647,2.012966,2.072602,-1.429483,0.740436,2.283538,-0.348836,-2.816935,-1.033751,2.755233,0.629598,-0.407305,-0.492293,-1.473615,-1.157413,-0.841157,-2.046222,0.218198,-1.148989,-1.224445,2.443758,1.894341,-0.678361,0.219862,0.572412,0.514688,0.747153,0.744292,0.478505,1.422195,2.477801,1.701658,-1.017397,0.397852,0.433052,-0.867298
0.400094,-0.908401,1.595519,-0.549845,0.052570,0.954478,-1.154260,0.806242,-0.676269,-3.545585,0.642871,1.371911,-1.419666,1.536609,-0.042781,-0.563095,-1.019992,0.842840,0.175207,-2.075838,0.373007,0.163022,-1.255534,0.006861,0.757181,1.811156,-1.125717,0.140645,-0.837302,1.146776,1.712882,-0.217742,-0.427543,1.925282,-1.208197,-0.523579,1.669029,-1.434094,2.490570,1.413686,-0.111882,-1.763938,0.239299,-0.535103,-1.710091,-1.600852,-1.114464,1.506082,-1.423072,0.047954,-1.962415,-1.326161,0.037980,-0.041796,-2.521781,0.050083,-1.259736,0.405172,-0.056552,-1.569052,1.243562,-0.502009,1.774294,-1.442908,1.280339,0.649384,0.414497,-1.635504,0.188944,2.164480,-0.035635,0.327952,0.061675,-1.269777,2.021375,0.670909,-1.055357,1.644490,-0.203303,0.470165,-1.710592,-1.591915,-0.813701,-0.848038,0.901631,0.831759,-0.717738,-0.340992,-0.578355,1.480051,-0.887428,-1.145846,0.019438,-0.670030,-0.363497,-1.793048,0.664030,1.497618,-2.474742,0.469959,-1.124818,-0.357646,0.469195,0.295763,0.613645,0.969756,-0.541824,-0.195971,0.810426,0.328481,-1.368161,0.885946,0.320685,-0.840846,-1.975774,-0.602754,-0.815318,1.759290,-1.459029,-0.445208,-0.541427,-0.701657,1.100131,1.038012,-1.550847,2.216498,-0.871760,0.818806,-0.621156,-0.979009,-0.190986,0.795633,1.591765,0.804511,0.050741,0.542262,0.246357,1.409742,-1.683853,-0.483756,-1.718038,-3.530058,1.891770,0.082783,-0.647090,-0.807568,0.257577,-0.513067,-1.240928,1.047845
1.094464,0.468105,0.559488,-0.332877,0.700854,1.368553,0.121595,-1.300284,-0.156383,-0.431792,-0.412961,0.100629,-0.492472,0.406207,-0.070397,0.305686,-0.647761,0.910434,-0.074495,-0.739556,0.038474,-0.320714,1.364569,0.063238,1.310829,-0.061283,0.916614,1.138525,-0.718798,-0.388038,0.063327,-0.533394,0.017351,0.075096,1.250226,0.784186,0.349111,-1.018026,1.061034,0.566731,-1.293932,0.023819,0.986880,-0.059110,-0.156104,0.622898,1.327262,-1.141756,0.970851,-1.578402,-0.548544,-0.649574,-0.150567,-0.335731,1.523344,-0.019270,1.173620,-1.328092,-0.231639,-0.589129,-0.631049,-0.739724,-0.497545,0.373693,-0.063612,1.259309,-0.297407,-0.385023,0.571749,0.396708,-1.055472,0.580973,0.308736,0.009051,0.113873,0.990020,-0.028747,-1.405198,-1.281238,0.539132,-0.850315,-2.204398,0.874696,-0.573231,0.496104,0.937515,-0.766124,0.077889,-0.083660,-0.159440,0.390060,0.548649,0.669583,0.612752,-0.780005,-0.319537,-0.540736,-1.531949,1.097079,-0.649763,-0.555425,0.028054,0.342946,-0.149481,-0.293492,1.158878,0.723316,-0.235635,1.179213,-1.466559,0.016837,1.161582,0.392998,0.826316,-0.252825,0.746113,-0.382100,-0.864256,-1.237223,-0.854246,-0.353414,0.947169,0.602610,-1.485529,-0.191630,0.370534,-0.338131,-0.990768,1.619347,1.242455,0.218666,0.423486,0.096741,0.030154,-0.210690,-0.203974,1.853265,0.475822,0.446993,-0.504283,0.462178,-0.451853,-0.942150,0.177710,-0.047557,-0.717278,0.323262,0.009853,0.508725,0.112324
